chunk_idx,sample_idx,min_value,max_value
120,0,-4407.412989354403,7511.855572597169
120,1,-4407.412989354403,7511.855572597169
120,2,-4407.412989354403,7511.855572597169
120,3,-4407.412989354403,7511.855572597169
120,4,-4407.412989354403,7511.855572597169
121,0,-4396.791409291973,5913.052515273128
121,1,-4396.791409291973,5913.052515273128
121,2,-4396.791409291973,5913.052515273128
121,3,-4396.791409291973,5913.052515273128
121,4,-4396.791409291973,5913.052515273128
122,0,-2886.906987128565,5363.308521432367
122,1,-2886.906987128565,5363.308521432367
122,2,-2886.906987128565,5363.308521432367
122,3,-2886.906987128565,5363.308521432367
122,4,-2886.906987128565,5363.308521432367
123,0,-3055.433857059601,5223.745691278966
123,1,-3055.433857059601,5223.745691278966
123,2,-3055.433857059601,5223.745691278966
123,3,-3055.433857059601,5223.745691278966
123,4,-3055.433857059601,5223.745691278966
124,0,-3287.8370764900687,5622.044045343558
124,1,-3287.8370764900687,5622.044045343558
124,2,-3287.8370764900687,5622.044045343558
124,3,-3287.8370764900687,5622.044045343558
124,4,-3287.8370764900687,5622.044045343558
125,0,-2952.589379396092,5227.368088907603
125,1,-2952.589379396092,5227.368088907603
125,2,-2952.589379396092,5227.368088907603
125,3,-2952.589379396092,5227.368088907603
125,4,-2952.589379396092,5227.368088907603
126,0,-2698.8331680869355,5126.619116013508
126,1,-2698.8331680869355,5126.619116013508
126,2,-2698.8331680869355,5126.619116013508
126,3,-2698.8331680869355,5126.619116013508
126,4,-2698.8331680869355,5126.619116013508
127,0,-2902.9484240376246,4908.614522129323
127,1,-2902.9484240376246,4908.614522129323
127,2,-2902.9484240376246,4908.614522129323
127,3,-2902.9484240376246,4908.614522129323
127,4,-2902.9484240376246,4908.614522129323
128,0,-3264.7156676079676,5440.51297084764
128,1,-3264.7156676079676,5440.51297084764
128,2,-3264.7156676079676,5440.51297084764
128,3,-3264.7156676079676,5440.51297084764
128,4,-3264.7156676079676,5440.51297084764
129,0,-2932.016214832015,5459.679812056669
129,1,-2932.016214832015,5459.679812056669
