chunk_idx,sample_idx,min_value,max_value
89,0,-6201.621212313296,8160.525156239534
89,1,-6201.621212313296,8160.525156239534
89,2,-6201.621212313296,8160.525156239534
89,3,-6201.621212313296,8160.525156239534
89,4,-6201.621212313296,8160.525156239534
90,0,-5319.124303920217,7625.600486757933
90,1,-5319.124303920217,7625.600486757933
90,2,-5319.124303920217,7625.600486757933
90,3,-5319.124303920217,7625.600486757933
90,4,-5319.124303920217,7625.600486757933
91,0,-4256.194577785001,7679.135848948118
91,1,-4256.194577785001,7679.135848948118
91,2,-4256.194577785001,7679.135848948118
91,3,-4256.194577785001,7679.135848948118
91,4,-4256.194577785001,7679.135848948118
92,0,-4944.606691013752,8226.370521230241
92,1,-4944.606691013752,8226.370521230241
92,2,-4944.606691013752,8226.370521230241
92,3,-4944.606691013752,8226.370521230241
92,4,-4944.606691013752,8226.370521230241
93,0,-5604.2508458894135,6858.29724839074
93,1,-5604.2508458894135,6858.29724839074
93,2,-5604.2508458894135,6858.29724839074
93,3,-5604.2508458894135,6858.29724839074
93,4,-5604.2508458894135,6858.29724839074
94,0,-5317.770906469208,7011.125280982484
94,1,-5317.770906469208,7011.125280982484
94,2,-5317.770906469208,7011.125280982484
94,3,-5317.770906469208,7011.125280982484
94,4,-5317.770906469208,7011.125280982484
95,0,-5722.295818298441,6037.643105940647
95,1,-5722.295818298441,6037.643105940647
95,2,-5722.295818298441,6037.643105940647
95,3,-5722.295818298441,6037.643105940647
95,4,-5722.295818298441,6037.643105940647
96,0,-4744.78443040983,6562.549899224296
96,1,-4744.78443040983,6562.549899224296
96,2,-4744.78443040983,6562.549899224296
96,3,-4744.78443040983,6562.549899224296
96,4,-4744.78443040983,6562.549899224296
97,0,-4005.6411089941657,6664.368653950562
97,1,-4005.6411089941657,6664.368653950562
97,2,-4005.6411089941657,6664.368653950562
97,3,-4005.6411089941657,6664.368653950562
97,4,-4005.6411089941657,6664.368653950562
98,0,-5754.3957343929,6741.217509239446
98,1,-5754.3957343929,6741.217509239446
98,2,-5754.3957343929,6741.217509239446
98,3,-5754.3957343929,6741.217509239446
98,4,-5754.3957343929,6741.217509239446
99,0,-4083.102751815688,6670.001106693906
99,1,-4083.102751815688,6670.001106693906
99,2,-4083.102751815688,6670.001106693906
99,3,-4083.102751815688,6670.001106693906
99,4,-4083.102751815688,6670.001106693906
100,0,-4240.187700528017,6124.6886233668365
100,1,-4240.187700528017,6124.6886233668365
100,2,-4240.187700528017,6124.6886233668365
100,3,-4240.187700528017,6124.6886233668365
100,4,-4240.187700528017,6124.6886233668365
101,0,-4174.487594891016,6594.41191747642
101,1,-4174.487594891016,6594.41191747642
101,2,-4174.487594891016,6594.41191747642
101,3,-4174.487594891016,6594.41191747642
101,4,-4174.487594891016,6594.41191747642
102,0,-4324.567514982983,7109.9889606842025
102,1,-4324.567514982983,7109.9889606842025
102,2,-4324.567514982983,7109.9889606842025
102,3,-4324.567514982983,7109.9889606842025
102,4,-4324.567514982983,7109.9889606842025
103,0,-3896.7772336541234,7270.865560173282
103,1,-3896.7772336541234,7270.865560173282
103,2,-3896.7772336541234,7270.865560173282
103,3,-3896.7772336541234,7270.865560173282
103,4,-3896.7772336541234,7270.865560173282
104,0,-5947.078139708865,7329.342866703763
104,1,-5947.078139708865,7329.342866703763
104,2,-5947.078139708865,7329.342866703763
104,3,-5947.078139708865,7329.342866703763
104,4,-5947.078139708865,7329.342866703763
105,0,-4080.7370017167927,6826.776232699336
105,1,-4080.7370017167927,6826.776232699336
105,2,-4080.7370017167927,6826.776232699336
105,3,-4080.7370017167927,6826.776232699336
105,4,-4080.7370017167927,6826.776232699336
106,0,-4195.651432893553,7998.688476465802
106,1,-4195.651432893553,7998.688476465802
106,2,-4195.651432893553,7998.688476465802
106,3,-4195.651432893553,7998.688476465802
106,4,-4195.651432893553,7998.688476465802
107,0,-4117.9162975543,7127.279463814991
107,1,-4117.9162975543,7127.279463814991
107,2,-4117.9162975543,7127.279463814991
107,3,-4117.9162975543,7127.279463814991
107,4,-4117.9162975543,7127.279463814991
108,0,-4185.389851730245,7185.056948116728
108,1,-4185.389851730245,7185.056948116728
108,2,-4185.389851730245,7185.056948116728
108,3,-4185.389851730245,7185.056948116728
108,4,-4185.389851730245,7185.056948116728
